File;Page No;Line No;Headline;Category;Table Headline;Item List Headline;Name;Parameter;Comment;Description;Source
KSP_Reference_Manual.txt.py;262;9048;21. Built-in Variables and Constants;Transport and Timing;"Tempo Unit Constants
These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";;$NI_SYNC_UNIT_8TH_TRIPLET;;;;BUILT-IN
KSP_Reference_Manual.txt.py;262;9049;21. Built-in Variables and Constants;Transport and Timing;"Tempo Unit Constants
These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";;$NI_SYNC_UNIT_16TH;;;;BUILT-IN
KSP_Reference_Manual.txt.py;262;9050;21. Built-in Variables and Constants;Transport and Timing;"Tempo Unit Constants
These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";;$NI_SYNC_UNIT_16TH_TRIPLET;;;;BUILT-IN
KSP_Reference_Manual.txt.py;262;9051;21. Built-in Variables and Constants;Transport and Timing;"Tempo Unit Constants
These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";;$NI_SYNC_UNIT_32ND;;;;BUILT-IN
KSP_Reference_Manual.txt.py;262;9052;21. Built-in Variables and Constants;Transport and Timing;"Tempo Unit Constants
These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";;$NI_SYNC_UNIT_32ND_TRIPLET;;;;BUILT-IN
KSP_Reference_Manual.txt.py;262;9053;21. Built-in Variables and Constants;Transport and Timing;"Tempo Unit Constants
These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";;$NI_SYNC_UNIT_64TH;;;;BUILT-IN
KSP_Reference_Manual.txt.py;262;9054;21. Built-in Variables and Constants;Transport and Timing;"Tempo Unit Constants
These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";;$NI_SYNC_UNIT_64TH_TRIPLET;;;;BUILT-IN
KSP_Reference_Manual.txt.py;262;9055;21. Built-in Variables and Constants;Transport and Timing;"Tempo Unit Constants
These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";;$NI_SYNC_UNIT_256TH;;;"$NI_SYNC_UNIT_ZONE (only applies to the Speed parameter in certain Source module sampler
modes)";BUILT-IN
KSP_Reference_Manual.txt.py;262;9060;21. Built-in Variables and Constants;Transport and Timing;;;%NOTE_DURATION;note-number;;"This variable array contains the duration since note start in microseconds for each key. Mostly only
makes sense in on release callback.";BUILT-IN
KSP_Reference_Manual.txt.py;262;9066;21. Built-in Variables and Constants;Transport and Timing;;;$NI_BAR_START_POSITION;;;This variable returns the start of current bar in ticks (at 960 PPQ) from the start of the host project.;BUILT-IN
KSP_Reference_Manual.txt.py;263;9072;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_CALLBACK_ID;;;"This variable returns the ID number of the callback. Every callback has a unique ID number which
remains the same within a user function.";BUILT-IN
KSP_Reference_Manual.txt.py;263;9078;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_CALLBACK_TYPE;;;These constants return the callback type of a specific callback ID. Useful for retrieving the callback;BUILT-IN
KSP_Reference_Manual.txt.py;263;9082;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_ASYNC_OUT;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9083;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_CONTROLLER;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9084;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_INIT;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9085;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_LISTENER;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9086;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_NOTE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9087;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_NRPN;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9088;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_PERSISTENCE_CHANGED;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9089;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_PGS;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9090;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_POLY_AT;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9091;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_RELEASE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9092;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_RPN;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9093;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_UI_CONTROL;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9094;21. Built-in Variables and Constants;Callbacks and UI;;type that triggered a specific user function. The following constants are available;$NI_CB_TYPE_UI_UPDATE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9096;21. Built-in Variables and Constants;Callbacks and UI;;Multi script only;$NI_CB_TYPE_MIDI_IN;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9101;21. Built-in Variables and Constants;Callbacks and UI;"Knob Unit Mark Constants
These constants are to be used with set_knob_unit() or $CONTROL_PAR_UNIT.";;$KNOB_UNIT_NONE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9102;21. Built-in Variables and Constants;Callbacks and UI;"Knob Unit Mark Constants
These constants are to be used with set_knob_unit() or $CONTROL_PAR_UNIT.";;$KNOB_UNIT_DB;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9103;21. Built-in Variables and Constants;Callbacks and UI;"Knob Unit Mark Constants
These constants are to be used with set_knob_unit() or $CONTROL_PAR_UNIT.";;$KNOB_UNIT_HZ;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9104;21. Built-in Variables and Constants;Callbacks and UI;"Knob Unit Mark Constants
These constants are to be used with set_knob_unit() or $CONTROL_PAR_UNIT.";;$KNOB_UNIT_PERCENT;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9105;21. Built-in Variables and Constants;Callbacks and UI;"Knob Unit Mark Constants
These constants are to be used with set_knob_unit() or $CONTROL_PAR_UNIT.";;$KNOB_UNIT_MS;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9106;21. Built-in Variables and Constants;Callbacks and UI;"Knob Unit Mark Constants
These constants are to be used with set_knob_unit() or $CONTROL_PAR_UNIT.";;$KNOB_UNIT_ST;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9107;21. Built-in Variables and Constants;Callbacks and UI;"Knob Unit Mark Constants
These constants are to be used with set_knob_unit() or $CONTROL_PAR_UNIT.";;$KNOB_UNIT_OCT;;;;BUILT-IN
KSP_Reference_Manual.txt.py;263;9110;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_UI_ID;;;"This variable returns the ID of the UI widget which triggered the on ui_control or on
ui_controls callbacks.";BUILT-IN
KSP_Reference_Manual.txt.py;264;9117;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_SIGNAL_TIMER_BEAT;;;;BUILT-IN
KSP_Reference_Manual.txt.py;264;9118;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_SIGNAL_TIMER_MS;;;;BUILT-IN
KSP_Reference_Manual.txt.py;264;9119;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_SIGNAL_TRANSP_START;;;;BUILT-IN
KSP_Reference_Manual.txt.py;264;9120;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_SIGNAL_TRANSP_STOP;;;"These constants can be used with set_listener() or change_listener_par() to set which
signals will trigger the on listener callback.";BUILT-IN
KSP_Reference_Manual.txt.py;264;9126;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_SIGNAL_TYPE;;;This variable can be used in the on listener callback to determine which signal type triggered it.;BUILT-IN
KSP_Reference_Manual.txt.py;264;9131;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_KONTAKT_IS_HEADLESS;;;"This variable returns 1 if the GUI of KONTAKT is not available or loadable. Currently this is only
possible when KONTAKT is used in Maschine+. When KONTAKT is used in a regular host, it will still
return 0 even if the GUI is not visible.";BUILT-IN
KSP_Reference_Manual.txt.py;264;9138;21. Built-in Variables and Constants;Callbacks and UI;;;$NI_KONTAKT_IS_STANDALONE;;;This variable returns 1 if KONTAKT is running standalone, 0 if it's loaded as a plugin in a host.;BUILT-IN
KSP_Reference_Manual.txt.py;265;9144;21. Built-in Variables and Constants;Mathematical Constants;;;~NI_MATH_PI;;;This constant returns the value of π (approximately 3.14159…).;BUILT-IN
KSP_Reference_Manual.txt.py;265;9149;21. Built-in Variables and Constants;Mathematical Constants;;;~NI_MATH_E;;;This constant returns the value of e (approximately 2.71828…).;BUILT-IN
KSP_Reference_Manual.txt.py;266;9158;22. Control Parameters;General;;;$CONTROL_PAR_NONE;;;Nothing will be applied to the widget.;BUILT-IN
KSP_Reference_Manual.txt.py;266;9163;22. Control Parameters;General;;;$CONTROL_PAR_CUSTOM_ID;;;"Sets or returns a custom value bound to a specific UI widget. This allows custom tagging of UI
widgets, for instance to bind them to a specific parameter in the script.";BUILT-IN
KSP_Reference_Manual.txt.py;266;9169;22. Control Parameters;General;;;$CONTROL_PAR_TYPE;;;"Returns the type of the UI widget.
Only works with get_control_par().";BUILT-IN
KSP_Reference_Manual.txt.py;266;9174;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_NONE;;(UI ID belongs to a normal variable, not a UI widget);;BUILT-IN
KSP_Reference_Manual.txt.py;266;9175;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_BUTTON;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9176;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_KNOB;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9177;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_MENU;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9178;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_VALUE_EDIT;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9179;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_LABEL;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9180;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_TABLE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9181;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_WAVEFORM;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9182;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_WAVETABLE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9183;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_SLIDER;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9184;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_TEXT_EDIT;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9185;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_FILE_SELECTOR;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9186;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_SWITCH;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9187;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_XY;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9188;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_LEVEL_METER;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9189;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_MOUSE_AREA;;;;BUILT-IN
KSP_Reference_Manual.txt.py;266;9190;22. Control Parameters;General;;Possible return values are;$NI_CONTROL_TYPE_PANEL;;;Size, Position, and Look;BUILT-IN
KSP_Reference_Manual.txt.py;266;9194;22. Control Parameters;General;;Possible return values are;$CONTROL_PAR_POS_X;;;Sets or returns the horizontal position in pixels.;BUILT-IN
KSP_Reference_Manual.txt.py;266;9199;22. Control Parameters;General;;;$CONTROL_PAR_POS_Y;;;Sets or returns the vertical position in pixels.;BUILT-IN
KSP_Reference_Manual.txt.py;267;9205;22. Control Parameters;General;;;$CONTROL_PAR_GRID_X;;;Sets or returns the horizontal position in grid units.;BUILT-IN
KSP_Reference_Manual.txt.py;267;9210;22. Control Parameters;General;;;$CONTROL_PAR_GRID_Y;;;Sets or returns the vertical position in grid units.;BUILT-IN
KSP_Reference_Manual.txt.py;267;9215;22. Control Parameters;General;;;$CONTROL_PAR_WIDTH;;;Sets or returns the width of the control in pixels.;BUILT-IN
KSP_Reference_Manual.txt.py;267;9220;22. Control Parameters;General;;;$CONTROL_PAR_HEIGHT;;;Sets or returns the height of the control in pixels.;BUILT-IN
KSP_Reference_Manual.txt.py;267;9225;22. Control Parameters;General;;;$CONTROL_PAR_GRID_WIDTH;;;Sets or returns the width of the control in grid units.;BUILT-IN
KSP_Reference_Manual.txt.py;267;9230;22. Control Parameters;General;;;$CONTROL_PAR_GRID_HEIGHT;;;Sets or returns the height of the control in grid units.;BUILT-IN
KSP_Reference_Manual.txt.py;267;9235;22. Control Parameters;General;;;$CONTROL_PAR_HIDE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;267;9238;22. Control Parameters;General;;Sets or returns the hide status. Can be used with the following built-in constants;$HIDE_PART_BG;;(background of ui_knob, ui_label, ui_value_edit and ui_table);;BUILT-IN
KSP_Reference_Manual.txt.py;267;9239;22. Control Parameters;General;;Sets or returns the hide status. Can be used with the following built-in constants;$HIDE_PART_VALUE;;(value of ui_knob and ui_table);;BUILT-IN
KSP_Reference_Manual.txt.py;267;9240;22. Control Parameters;General;;Sets or returns the hide status. Can be used with the following built-in constants;$HIDE_PART_TITLE;;(title of ui_knob);;BUILT-IN
KSP_Reference_Manual.txt.py;267;9241;22. Control Parameters;General;;Sets or returns the hide status. Can be used with the following built-in constants;$HIDE_PART_MOD_LIGHT;;(mod ring light of ui_knob);;BUILT-IN
KSP_Reference_Manual.txt.py;267;9242;22. Control Parameters;General;;Sets or returns the hide status. Can be used with the following built-in constants;$HIDE_PART_NOTHING;;(show all elements of the widget);;BUILT-IN
KSP_Reference_Manual.txt.py;267;9243;22. Control Parameters;General;;Sets or returns the hide status. Can be used with the following built-in constants;$HIDE_PART_CURSOR;;(cursor of ui_xy);;BUILT-IN
KSP_Reference_Manual.txt.py;267;9244;22. Control Parameters;General;;Sets or returns the hide status. Can be used with the following built-in constants;$HIDE_WHOLE_CONTROL;;;;BUILT-IN
KSP_Reference_Manual.txt.py;267;9247;22. Control Parameters;General;;;$CONTROL_PAR_PICTURE;;;"Sets or returns the picture name. Full path and extension are not required. If the instrument
references a resource container (in this case, KONTAKT will look for the specified filename in the
pictures subfolder). If the NKI does not reference a resource container, it will first look in the
user pictures folder (Documents/Native Instruments/Kontakt 7/pictures), then in
the KONTAKT factory pictures folder.";BUILT-IN
KSP_Reference_Manual.txt.py;267;9256;22. Control Parameters;General;;;$CONTROL_PAR_PICTURE_STATE;;;"Sets or returns the picture state of the control for ui_label, ui_table, ui_value_edit and
ui_xy.";BUILT-IN
KSP_Reference_Manual.txt.py;268;9263;22. Control Parameters;General;;;$CONTROL_PAR_PARENT_PANEL;;;"Assigns a widget to a particular ui_panel. The value should be the UI ID of the panel. A given
widget can only belong to a single parent panel.";BUILT-IN
KSP_Reference_Manual.txt.py;268;9269;22. Control Parameters;General;;;$CONTROL_PAR_Z_LAYER;;;"Sets or returns the Z layer position of the widget. Widgets can be placed in one of three layers.
Within these layers they are then positioned by widget type, and then by declaration order.
0: Default layer. All widgets are assigned to this layer by default.
-1: Background layer. Widgets in this layer are placed below the default layer.
1: Foreground layer. Widgets in this layer are placed on top of the default and background layers.
1.  Mouse Area
2.  Text Edit
3.  XY Pad
4.  Table
5.  Menu
6.  Value Edit
7.  Button
8.  Switch
9.  Slider
10. Knob
11. Label
12. Level Meter
13. Wavetable
14. Waveform
15. File Selector

Values";BUILT-IN
KSP_Reference_Manual.txt.py;268;9295;22. Control Parameters;General;;Z layer order by widget type (from top to bottom);$CONTROL_PAR_VALUE;;;"Sets or returns the value of the widget. Note that doing this does NOT execute the UI callback of the
widget!";BUILT-IN
KSP_Reference_Manual.txt.py;268;9301;22. Control Parameters;General;;;$CONTROL_PAR_DEFAULT_VALUE;;;"Sets or returns the default value of the widget. A widget is set to the default value when clicking
it with [Ctrl] (Windows) or [Cmd] (macOS) key held. This is only applicable to ui_knob and
ui_slider.

Text";BUILT-IN
KSP_Reference_Manual.txt.py;268;9309;22. Control Parameters;General;;;$CONTROL_PAR_TEXT;;;Sets or returns the widget text, similar to set_text().;BUILT-IN
KSP_Reference_Manual.txt.py;269;9315;22. Control Parameters;General;;;$CONTROL_PAR_TEXTLINE;;;Adds a text line to multiline labels, similar to add_text_line().;BUILT-IN
KSP_Reference_Manual.txt.py;269;9320;22. Control Parameters;General;;;$CONTROL_PAR_IDENTIFIER;;;"Returns the name of the UI widget as declared in the script, without the type specifier ($, %, @, ?).
Only works with get_control_par().";BUILT-IN
KSP_Reference_Manual.txt.py;269;9326;22. Control Parameters;General;;;$CONTROL_PAR_HELP;;;"Sets or returns the help text, which is displayed in KONTAKT's Info pane when hovering above the
widget.";BUILT-IN
KSP_Reference_Manual.txt.py;269;9332;22. Control Parameters;General;;;$CONTROL_PAR_LABEL;;;"Sets or returns the widget label, similar to set_knob_label(), except this control parameter is
not limited to knobs only - it also works with ui_slider, ui_switch and ui_xy.
This is also the string published to the host when using host automation.";BUILT-IN
KSP_Reference_Manual.txt.py;269;9339;22. Control Parameters;General;;;$CONTROL_PAR_SHORT_NAME;;;Sets or returns the short name of the widget.;BUILT-IN
KSP_Reference_Manual.txt.py;269;9344;22. Control Parameters;General;;;$CONTROL_PAR_UNIT;;;Sets or returns the knob unit, similar to set_knob_unit().;BUILT-IN
KSP_Reference_Manual.txt.py;270;9350;22. Control Parameters;General;;;$CONTROL_PAR_FONT_TYPE;;;"Sets or returns the font type. Numbers 0... 25 are used to select any of the 26 factory fonts, as
shown below. Combine with get_font_id() to use custom fonts.";BUILT-IN
KSP_Reference_Manual.txt.py;270;9375;22. Control Parameters;General;For responsive widgets (ui_button, ui_switch and ui_menu), the font can also be set;separately for each of the states via the following control parameters;$CONTROL_PAR_FONT_TYPE_ON;;;;BUILT-IN
KSP_Reference_Manual.txt.py;270;9376;22. Control Parameters;General;For responsive widgets (ui_button, ui_switch and ui_menu), the font can also be set;separately for each of the states via the following control parameters;$CONTROL_PAR_FONT_TYPE_OFF_PRESSED;;;;BUILT-IN
KSP_Reference_Manual.txt.py;270;9377;22. Control Parameters;General;For responsive widgets (ui_button, ui_switch and ui_menu), the font can also be set;separately for each of the states via the following control parameters;$CONTROL_PAR_FONT_TYPE_ON_PRESSED;;;;BUILT-IN
KSP_Reference_Manual.txt.py;270;9378;22. Control Parameters;General;For responsive widgets (ui_button, ui_switch and ui_menu), the font can also be set;separately for each of the states via the following control parameters;$CONTROL_PAR_FONT_TYPE_OFF_HOVER;;;;BUILT-IN
KSP_Reference_Manual.txt.py;270;9379;22. Control Parameters;General;For responsive widgets (ui_button, ui_switch and ui_menu), the font can also be set;separately for each of the states via the following control parameters;$CONTROL_PAR_FONT_TYPE_ON_HOVER;;;"Not using any of the five additional state fonts will result in the default
($CONTROL_PAR_FONT_TYPE) being used instead.";BUILT-IN
KSP_Reference_Manual.txt.py;270;9384;22. Control Parameters;General;;;$CONTROL_PAR_DISABLE_TEXT_SHIFTING;;;Deactivates text position shifting when clicking on ui_button or ui_switch.;BUILT-IN
KSP_Reference_Manual.txt.py;270;9389;22. Control Parameters;General;;;$CONTROL_PAR_TEXTPOS_Y;;;"Shifts the vertical position in pixels of text in ui_button, ui_switch, ui_label. ui_menu, and
parameter name in ui_value_edit.";BUILT-IN
KSP_Reference_Manual.txt.py;270;9395;22. Control Parameters;General;;;$CONTROL_PAR_TEXT_ALIGNMENT;;;"0: Left
1: Centered
2: Right";BUILT-IN
KSP_Reference_Manual.txt.py;270;9403;22. Control Parameters;General;;;$CONTROL_PAR_VALUEPOS_Y;;;"Shifts the vertical position in pixels of the parameter value in ui_value_edit.

Automation";BUILT-IN
KSP_Reference_Manual.txt.py;271;9410;22. Control Parameters;General;;;$CONTROL_PAR_ALLOW_AUTOMATION;;;"Sets or returns if a UI widget can be automated (1) or not (0). By default, automation is allowed for
all automatable widgets (ui_knob, ui_slider, ui_switch, ui_xy cursors).
This control parameter can only be used in the on init callback.
When allowing automation for ui_xy cursors, use set_control_par_arr() command instead
of set_control_par().";BUILT-IN
KSP_Reference_Manual.txt.py;271;9419;22. Control Parameters;General;;;$CONTROL_PAR_AUTOMATION_NAME;;;"Sets or returns an automation name to a UI widget when used with set_control_par_str().
$CONTROL_PAR_LABEL can be used to set the automation value string.
When assigning automation names to ui_xy cursors, use set_control_par_str_arr()
command instead of set_control_par_str().";BUILT-IN
KSP_Reference_Manual.txt.py;271;9427;22. Control Parameters;General;;;$CONTROL_PAR_AUTOMATION_ID;;;"Sets or returns an automation ID to a UI widget, in range 0... 2047. Can only be used in the init
callback.
Automation IDs can only be assigned to automatable widgets (ui_knob, ui_slider, ui_switch,
ui_xy cursors).
When assigning automation IDs to ui_xy cursors, use set_control_par_arr() command
instead of set_control_par().

Key Modifiers";BUILT-IN
KSP_Reference_Manual.txt.py;271;9438;22. Control Parameters;General;;;$CONTROL_PAR_KEY_SHIFT;;;"Returns 1 when the shift key was pressed (0 otherwise) while clicking the UI widget.
ui_menu and ui_value_edit are not supported.
The basic [Shift] modifier functionality on ui_slider and ui_knob is preserved.";BUILT-IN
KSP_Reference_Manual.txt.py;271;9445;22. Control Parameters;General;;;$CONTROL_PAR_KEY_ALT;;;"Returns 1 if the [Alt] (Windows) or [Opt] (macOS) key was pressed (0 otherwise) while clicking the UI
widget.
ui_menu and ui_value_edit are not supported.";BUILT-IN
KSP_Reference_Manual.txt.py;271;9452;22. Control Parameters;General;;;$CONTROL_PAR_KEY_CONTROL;;;"Returns 1 if the [Ctrl] (Windows) or [Cmd] (macOS) key was pressed (0 otherwise) while clicking the
UI widget.
ui_menu and ui_value_edit are not supported.
The basic [Ctrl]/[Cmd] modifier functionality on ui_slider and ui_knob is preserved.

Tables";BUILT-IN
KSP_Reference_Manual.txt.py;272;9463;22. Control Parameters;Specific;;;$NI_CONTROL_PAR_IDX;;;"Returns the index of the ui_table column or ui_xy cursor that triggered the on ui_control
callback.

Tables and Waveforms";BUILT-IN
KSP_Reference_Manual.txt.py;272;9470;22. Control Parameters;Specific;;;$CONTROL_PAR_BAR_COLOR;;;"Sets or returns the color of the step bar in ui_table and ui_value_edit.
0ff0000h { red }
The 0 at the start is just to let KONTAKT know the value is a number. The h or H at the end is to
indicate that it is a hexadecimal value.";BUILT-IN
KSP_Reference_Manual.txt.py;272;9479;22. Control Parameters;Specific;;;$CONTROL_PAR_ZERO_LINE_COLOR;;;"Sets or returns the color of the middle line in ui_table.

Menus";BUILT-IN
KSP_Reference_Manual.txt.py;272;9485;22. Control Parameters;Specific;;;$CONTROL_PAR_NUM_ITEMS;;;"Returns the number of menu entries in a specific ui_menu.
Only works with get_control_par().";BUILT-IN
KSP_Reference_Manual.txt.py;272;9491;22. Control Parameters;Specific;;;$CONTROL_PAR_SELECTED_ITEM_IDX;;;"Returns the index of the currently selected menu entry.
Only works with get_control_par().

Mouse Area";BUILT-IN
KSP_Reference_Manual.txt.py;272;9498;22. Control Parameters;Specific;;;$CONTROL_PAR_DND_ACCEPT_AUDIO;;;;BUILT-IN
KSP_Reference_Manual.txt.py;272;9499;22. Control Parameters;Specific;;;$CONTROL_PAR_DND_ACCEPT_MIDI;;;;BUILT-IN
KSP_Reference_Manual.txt.py;272;9500;22. Control Parameters;Specific;;;$CONTROL_PAR_DND_ACCEPT_ARRAY;;;Enables ui_mouse_area to accept audio, MIDI or NKA array files.;BUILT-IN
KSP_Reference_Manual.txt.py;272;9504;22. Control Parameters;Specific;;These can be set to one of the following values;$NI_DND_ACCEPT_NONE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;272;9505;22. Control Parameters;Specific;;These can be set to one of the following values;$NI_DND_ACCEPT_ONE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;272;9506;22. Control Parameters;Specific;;These can be set to one of the following values;$NI_DND_ACCEPT_MULTIPLE;;;;BUILT-IN
KSP_Reference_Manual.txt.py;273;9510;22. Control Parameters;Specific;;;$CONTROL_PAR_RECEIVE_DRAG_EVENTS;;;"Configures whether on ui_control callback of ui_mouse_area gets triggered just for the drop
event (when set to 0) or also for drag events (when set to 1).
$NI_MOUSE_EVENT_TYPESpecifies the event type that triggered the callback and can have";BUILT-IN
KSP_Reference_Manual.txt.py;273;9517;22. Control Parameters;Specific;;one of the following values;$NI_MOUSE_EVENT_TYPE_DND_DROP;;;;BUILT-IN
KSP_Reference_Manual.txt.py;273;9518;22. Control Parameters;Specific;;one of the following values;$NI_MOUSE_EVENT_TYPE_DND_DRAG;;;"$NI_MOUSE_OVER_CONTROL1: The mouse has entered ui_mouse_area on a drag event
0: The mouse has left ui_mouse_areaon a drag event
Example
on ui_control ($aMouseArea)
  if ($NI_MOUSE_EVENT_TYPE = $NI_MOUSE_EVENT_TYPE_DROP)
    message(num_elements(!NI_DND_ITEMS_AUDIO))
  end if

  if ($NI_MOUSE_EVENT_TYPE = $NI_MOUSE_EVENT_TYPE_DRAG)
    message(num_elements(!NI_DND_ITEMS_AUDIO))
    message($MOUSE_OVER_CONTROL)
  end if
end on

Labels";BUILT-IN
KSP_Reference_Manual.txt.py;273;9535;22. Control Parameters;Specific;;one of the following values;$CONTROL_PAR_DND_BEHAVIOUR;;;"Sets or returns the drag and drop behavior for ui_label. Using a value of 1 sets the label as a drag
and drop area, allowing the user to export the MIDI object currently held in memory by a simple drag
and drop action. For more information on MIDI handling in KSP, refer to MIDI Object Commands.";BUILT-IN
KSP_Reference_Manual.txt.py;273;9542;22. Control Parameters;Specific;;;$CONTROL_PAR_MIDI_EXPORT_AREA_IDX;;;"Assigns one of 512 available MIDI object export areas to be drag and drop exported via a particular
ui_label. For more information on MIDI handling in KSP, refer to MIDI Object Commands.

Value Edit";BUILT-IN
KSP_Reference_Manual.txt.py;273;9549;22. Control Parameters;Specific;;;$CONTROL_PAR_SHOW_ARROWS;;;"Hides the arrows of ui_value_edit.
0: Arrows are hidden
1: Arrows are shown

Level Meters";BUILT-IN
