File,Page No,Line No,Headline,Category,Name,Parameter List,Description,Remarks,Examples,See Also,Source
KSP_Reference_Manual_Fixed.txt.py,110,4256,12. Event Commands,by_marks(),by_marks,mark,"A user-defined group of events.
<mark>: One of 28 marks, $MARK_1 ... $MARK_28, which was assigned to the event.
You can also select more than one event group by using the bitwise .or.
operator, or by simply summing the event marks.","- by_marks() is a user-defined group of events which can be set with set_event_mark().
It can be used with all commands which take event ID as an argument, like note_off(),
change_tune() etc.","on note
    if ($EVENT_NOTE mod 12 = 0) { if played note is a C }
        set_event_mark($EVENT_ID, $MARK_1)
        change_tune(by_marks($MARK_1), %CC[1] * 1000, 0)
    end if
end on

on controller
    if ($CC_NUM = 1)
        change_tune(by_marks($MARK_1), %CC[1] * 1000, 0)
    end if
end on
Moving the modwheel changes the tuning of all C notes (C-2, C-1…C8).","set_event_mark()
Events and MIDI: $EVENT_ID, $ALL_EVENTS, $MARK_1 … $MARK_28",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,170,6400,16. MIDI Object Commands,by_marks(),by_marks,mark,"Used to access a user-defined group of MIDI object events.
<mark>: The event mark number, $MARK_1 ... $MARK_10 .",,,"mf_insert_file()
mf_insert_event()
mf_remove_event()
Events and MIDI: $ALL_EVENTS, $CURRENT_EVENT
by_track()
mf_set_mark()
mf_get_mark()
mf_get_id()
save_midi_file()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,111,4290,12. Event Commands,change_note(),change_note,"event-id,note-number",Changes the note number of a specific event ID.,"- change_note() is only allowed in the on note callback and only works before the first
wait() statement. If the voice is already running, only the value of the $EVENT_NOTE variable
changes.
- Once the note number of a particular note event is changed, it becomes the new
$EVENT_NOTE.
- It is not possible to address events via event groups like $ALL_EVENTS.","on init
    declare %black_keys[5] := (1, 3, 6, 8, 10)
end on

on note
    if (search(%black_keys, $EVENT_NOTE mod 12) # -1)
        change_note($EVENT_ID, $EVENT_NOTE - 1)
    end if
end on
Constrain all notes to white keys, i.e. C major.","change_velo()
Events and MIDI: $EVENT_NOTE",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,112,4321,12. Event Commands,change_pan(),change_pan,"event-id,panorama,relative-bit","Changes the pan position of a specific note event.
<event-id>: Unique identification number of the note event to be changed.
<panorama>: The pan position of the note event, from -1000 (left) to 1000 (right).
<relative-bit>: If set to 0, the amount is absolute , i.e. the amount overwrites any previous
set values of that event. Note that this mode also overwrites any zone volume
adjustments!
If set to 1, the amount is relative to the actual value of the event.
If set to 2, it behaves like mode 0 (absolute adjustment), except any zone
volume adjustments are preserved.
The different implications between absolute and relative adjustments are more
apparent with more than one change_pan() statement applied to the same
event.","- change_pan() works on the note event level and does not change any panorama settings in
the instrument itself. It is also not related to any modulations regarding panorama.","on init
    declare $pan_position
end on

on note
    $pan_position := ($EVENT_NOTE * 2000 / 127) - 1000
    change_pan($EVENT_ID, $pan_position, 0)
end on
Panning the entire key range from left to right, i.e. C-2 all the way to the left, G8 all the way to the
right.
on note
    if ($EVENT_NOTE < 60)
        change_pan($EVENT_ID, 1000, 0)
        wait(500000)
        change_pan($EVENT_ID, -1000, 0) { absolute, pan is at -1000 }
    else
        change_pan($EVENT_ID, 1000, 1)
        wait(500000)
        change_pan($EVENT_ID, -1000, 1) { relative, pan is at 0 }
    end if
end on
Notes below C3 utilize a relative bit of 0. C3 and above utilize a relative bit of 1.","change_vol()
change_tune()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,113,4371,12. Event Commands,change_tune(),change_tune,"event-id,tune-amount,relative-bit","Changes the tuning of a specific note event in millicents.
<event-id>: Unique identification number of the note event to be changed.
<tune-amount>: The tune amount in millicents. 100000 equals 100 cents (one semitone).
<relative-bit>: If set to 0, the amount is absolute , i.e. the amount overwrites any previous set
values of that event.
If set to 1, the amount is relative  to the actual value of the event.
The different implications between absolute and relative adjustments are more
apparent with more than one change_tune() statement applied to the same
event.","- change_tune() works on the note event level and does not change any tune settings in the
instrument itself. It is also not related to any modulations regarding tuning.","on init
    declare $tune_amount
end on

on note
    $tune_amount := random(-50000, 50000)
    change_tune($EVENT_ID, $tune_amount, 1)
end on
Randomly detune every played note by ±50 cents","change_vol()
change_pan()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,114,4406,12. Event Commands,change_velo(),change_velo,"event-id,velocity",Changes the velocity of a specific note event ID.,"- change_velo() is only allowed in the on note callback and only works before the first
wait() statement. If the voice is already running, only the value of the variable changes.
- Once the velocity of a particular note event is changed, it becomes the new
$EVENT_VELOCITY.
- It is not possible to address events via event groups like $ALL_EVENTS.","on note
    change_velo($EVENT_ID, 100)
    message($EVENT_VELOCITY)
end on
All velocities are set to 100. Note that $EVENT_VELOCITY will also change to 100.","change_note()
Events and MIDI: $EVENT_VELOCITY",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,115,4432,12. Event Commands,change_vol(),change_vol,"event-id,volume,relative-bit","Changes the volume of a specific note event in millidecibels.
<event-id>: Unique identification number of the note event to be changed.
<volume>: The volume change in millidecibels (1000 millidecibels = 1 decibel).
<relative-bit>: If set to 0, the amount is absolute , i.e. the amount overwrites any previous
set values of that event. Note that this mode also overwrites any zone volume
adjustments!
If set to 1, the amount is relative to the actual value of the event.
If set to 2, it behaves like mode 0 (absolute adjustment), except any zone
volume adjustments are preserved.
The different implications between absolute and relative adjustments are more
apparent with more than one change_vol() statement applied to the same
event.","- change_vol() works on the note event level and does not change any tune settings in the
instrument itself. It is also not related to any MIDI modulations regarding volume (e.g. MIDI CC
#7).","on init
    declare $vol_amount
end on

on note
    $vol_amount := (($EVENT_VELOCITY - 1) * 12000 / 126) - 6000
    change_vol ($EVENT_ID, $vol_amount, 1)
end on
A simple dynamic expander: lightly played notes will be softer, harder played notes will be louder.","change_tune()
change_pan()
fade_in()
fade_out()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,116,4473,12. Event Commands,delete_event_mark(),delete_event_mark,"event-id,mark","Delete an event mark, i.e. ungroup the specified event from an event group.
<event-id>: Unique identification number of the note event to be ungrouped.
<mark>: One of 28 marks, $MARK_1 ... $MARK_28, which was assigned to the event.",,,"set_event_mark()
by_marks()
Events and MIDI: $EVENT_ID, $ALL_EVENTS, $MARK_1 … $MARK_28",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,117,4487,12. Event Commands,event_status(),event_status,event-id,"Retrieves the status of a particular note event (or MIDI event in the multi script). These are the
possible states:
- $EVENT_STATUS_NOTE_QUEUE (note is active - instrument script only)
- $EVENT_STATUS_MIDI_QUEUE (MIDI event is active - multi script only)
- $EVENT_STATUS_INACTIVE (note or MIDI event is inactive)","- event_status() can be used to find out if a note event is still ""alive"" or not.","on init
    declare %key_id[128]
end on

on note
    if (event_status(%key_id[$EVENT_NOTE]) = $EVENT_STATUS_NOTE_QUEUE)
        fade_out(%key_id[$EVENT_NOTE], 10000, 1)
    end if

    %key_id[$EVENT_NOTE] := $EVENT_ID
end on
Limit the number of active note events to one per MIDI key.","get_event_ids()
Events and MIDI: $EVENT_STATUS_INACTIVE, $EVENT_STATUS_NOTE_QUEUE,
$EVENT_STATUS_MIDI_QUEUE",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,118,4521,12. Event Commands,fade_in(),fade_in,"event-id,fade-time","Performs a fade in for a specific note event.
<event-id>: Unique identification number of the note event to be faded in.
<fade-time>: The fade in time in microseconds.",,"on init
    declare $note_1_id
    declare $note_2_id
end on

on note
    $note_1_id := play_note($EVENT_NOTE + 12, $EVENT_VELOCITY, 0, -1)
    $note_2_id := play_note($EVENT_NOTE + 19, $EVENT_VELOCITY, 0, -1)

    fade_in ($note_1_id, 1000000)
    fade_in ($note_2_id, 5000000)
end on
Fading in the first  two harmonics.","change_vol()
fade_out()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,119,4549,12. Event Commands,fade_out(),fade_out,"event-id,fade-time,stop-voice","Performs a fade-out for a specific note event.
<event-id>: Unique identification number of the note event to be faded out.
<fade-time>: The fade out time in microseconds.
<stop-voice>: If set to 1, the voice is stopped after the fade out.
If set to 0, the voice will still be running after the fade out.",,"on controller
    if ($CC_NUM = 1)
        if (%CC[1] mod 2 # 0)
            fade_out($ALL_EVENTS, 5000, 0)
        else
            fade_in($ALL_EVENTS, 5000)
        end if
    end if
end on
Use the modwheel on held notes to create a stutter effect.
on controller
    if ($CC_NUM = 1)
        fade_out($ALL_EVENTS, 5000, 1)
    end if
end on
A custom All Sound Off implementation triggered by the modwheel.","change_vol()
fade_out()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,120,4583,12. Event Commands,get_event_ids(),get_event_ids,array-name,"Fills the specified array with all active event IDs.
<array-name>: Array to be filled with active event IDs.","- The command overwrites all existing values as long as there are active events, and writes 0 if
no events are active anymore. If there are more active events than array indices, the array will
be filled until it is full, ignoring the remaining event IDs.
- If there are less active events than array indices, the array will be filled from the beginning with
all event IDs, followed by one array index with its value set to 0.","on init
    declare const $ARRAY_SIZE := 500

    declare $a
    declare $note_count
    declare %test_array[$ARRAY_SIZE]
end on

on note
    get_event_ids(%test_array)

    $note_count := 0
    $a := 0
    while($a < $ARRAY_SIZE and %test_array[$a] # 0)
        inc($note_count)
        inc($a)
    end while

    message(""Active Events: "" & $note_count)
end on
Monitoring the number of active events.",event_status(),BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,121,4624,12. Event Commands,get_event_mark(),get_event_mark,"event-id,mark","Checks if the specified event ID belongs to a specific event group (returns 1 if the bit mark is set, 0
otherwise).
<event-id>: Unique identification number of the note event to be checked.
<mark>: The bit mark, $MARK_1 ... $MARK_28 . You can also select more than one
event group by using the bitwise .or. operator, or by simply summing the
event marks.",,"on note
    if ($EVENT_NOTE mod 12 = 0)
        set_event_mark($EVENT_ID, $MARK_1)
    end if
end on

on release
    if (get_event_mark($EVENT_ID, $MARK_1) = 1)
        message(""You've played a C!"")
    else
        message("""")
    end if
end on
A rather long-winded way to check if you've released a C key.",set_event_mark(),BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,122,4656,12. Event Commands,get_event_par(),get_event_par,"event-id,parameter","Returns the value of a specific event parameter of the specified event.
<event-id>: Unique identification number of the note event to be changed.
<parameter>: The event parameter, either one of four freely assignable event parameters:
- $EVENT_PAR_0
- $EVENT_PAR_1
- $EVENT_PAR_2
- $EVENT_PAR_3
or the ""built-in"" parameters of a note event:
- $EVENT_PAR_VOLUME
- $EVENT_PAR_PAN
- $EVENT_PAR_TUNE
- $EVENT_PAR_NOTE
- $EVENT_PAR_VELOCITY
- $EVENT_PAR_REL_VELOCITY
- $EVENT_PAR_MIDI_CHANNEL
- $EVENT_PAR_SOURCE
- $EVENT_PAR_PLAY_POS
- $EVENT_PAR_ZONE_ID (use with care, see below)","- A note event always carries certain information like the note number, the played velocity, but
also volume, pan and tune. With get_event_par(), you can get either these parameters
or use the freely assignable parameters like $EVENT_PAR_0. This is especially useful when
chaining scripts, i.e. set an event parameter for an event in script slot 1, then retrieve this
information in script slot 2 by using get_event_par().","on note
    message(get_event_par($EVENT_ID, $EVENT_PAR_NOTE))
end on
The same functionality as message($EVENT_NOTE).

on note
    message(get_event_par($EVENT_ID, $EVENT_PAR_SOURCE))
end on
Check if the event comes from outside (returns -1 in this case) or if it was created in one of the five
script slots (returns 0-4).
on note
    wait(1)
    message(get_event_par($EVENT_ID, $EVENT_PAR_ZONE_ID))
end on
An event itself does not carry a zone ID (only a voice can carry zone IDs), therefore you need to insert
wait(1) in order to properly retrieve the zone ID.","set_event_par()
ignore_event()
set_event_par_arr()
get_event_par_arr()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,124,4712,12. Event Commands,get_event_par_arr(),get_event_par_arr,"event-id,parameter,index","Retrieves the value of a specified event parameter of a specific event.
<event-id>: Unique identification number of the note event.
<parameter>: Can be one of the following:
- $EVENT_PAR_ALLOW_GROUP
- $EVENT_PAR_CUSTOM
- $EVENT_PAR_MOD_VALUE_ID
- $EVENT_PAR_MOD_VALUE_EX_ID
<index>: When used with:
- $EVENT_PAR_ALLOW_GROUP: the group index (0 ... 4095, however this
depends on the amount of groups present in a particular Kontakt
instrument)
- $EVENT_PAR_CUSTOM: the event parameter index (0 ... 15)
- $EVENT_PAR_MOD_VALUE_ID/$EVENT_PAR_MOD_VALUE_EX_ID: the
""from script"" modulator index, as set in the modulation assignment in
Kontakt (0 ... 1000)","- get_event_par_arr() is the array variant of get_event_par(). You can use it to retrieve
the group allow state of a specific event, or if you need to access more than the four standard
event parameters. You can also use it to retrieve the value of event-specific modulations,
facilitated by ""from script"" modulators in Kontakt.","on init
    declare $count
    declare ui_label $label (2, 4)
    set_text($label, """")
end on

on note
    set_text($label, """")

    $count := 0
    while ($count < $NUM_GROUPS)
        if (get_event_par_arr($EVENT_ID, $EVENT_PAR_ALLOW_GROUP, $count) = 1)
            add_text_line($label,""Group ID "" & $count & "" allowed"")
        else
            add_text_line($label,""Group ID "" & $count & "" disallowed"")
        end if

        inc($count)
    end while
end on
A simple group monitor.","set_event_par_arr()
get_event_par()
Events and MIDI: $EVENT_PAR_ALLOW_GROUP, $EVENT_PAR_MOD_VALUE_ID,
$EVENT_PAR_CUSTOM , %GROUPS_AFFECTED",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,126,4770,12. Event Commands,ignore_event(),ignore_event,event-id,Ignores a note event in on note or on release callbacks.,"- If you ignore an event, any volume, tune or pan information is lost. You can however retrieve
this infomation with get_event_par(), refer to the two examples below.
- ignore_event() is a very ""strong"" command. Always check if you can get the same results
with the various change_...() commands without having to ignore the event.","on note
    ignore_event($EVENT_ID)
    wait(500000)
    play_note($EVENT_NOTE, $EVENT_VELOCITY, 0, -1)
end on
Delaying all notes by half a second. Not bad, but if you, for example insert a microtuner before this
script, the tuning information will be lost.
on init
    declare $new_id
end on

on note
    ignore_event($EVENT_ID)
    wait(500000)
    $new_id := play_note($EVENT_NOTE, $EVENT_VELOCITY, 0, -1)

    change_vol($new_id, get_event_par($EVENT_ID, $EVENT_PAR_VOLUME), 1)
    change_tune($new_id, get_event_par($EVENT_ID, $EVENT_PAR_TUNE), 1)
    change_pan($new_id, get_event_par($EVENT_ID, $EVENT_PAR_PAN), 1)
end on
Better: the tuning (plus volume and pan, to be precise) information is retrieved and applied to the
played note.","ignore_controller
get_event_par()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,127,4812,12. Event Commands,redirect_output(),redirect_output,"event-id,output-type,index","Routes the audio signal of the specified event to a specific output or bus.
<event-id>: Unique identification number of the note event to be routed.
<output-type>: Can be one of the following:
- $OUTPUT_TYPE_DEFAULT: The audio signal of the event is routed to the
default instrument output.
- $OUTPUT_TYPE_MASTER_OUT: The audio signal of the event is routed
directly to the output channel specified with <index> (0 ... 63, depending
on number of output channels defined in Kontakt). The audio signal will not
be affected by any instrument effect.
- $OUTPUT_TYPE_AUX_OUT: The audio signal of the event is routed directly
to the Aux channel specified with <index>. (0 ... 3) The audio signal will
not be affected by any instrument effect.
- $OUTPUT_TYPE_BUS_OUT: The audio signal of the event is routed to the
instrument bus specified with <index> (0 ... 15).
<index>: Specifies the output channel, aux channel or instrument bus, depending on
<output-type>.
Has no effect when <output-type> is set to $OUTPUT_TYPE_DEFAULT.","- When using redirect_output(), the output selection of a group is completely ignored.","on init
    declare $new_id_0
    declare $new_id_1
    decalre $new_id_2
end on

on note
    ignore_event($EVENT_ID)

    $new_id_0 := play_note($EVENT_NOTE, $EVENT_VELOCITY, 0, -1)
    $new_id_1 := play_note($EVENT_NOTE + 4, $EVENT_VELOCITY, 0, -1)
    $new_id_2 := play_note($EVENT_NOTE + 7, $EVENT_VELOCITY, 0, -1)

    redirect_output($new_id_0, $OUTPUT_TYPE_BUS_OUT, 0)
    redirect_output($new_id_1, $OUTPUT_TYPE_BUS_OUT, 1)
    redirect_output($new_id_2, $OUTPUT_TYPE_BUS_OUT, 2)
end on
Creating a major triad and routing each note to a separate instrument bus.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,128,4859,12. Event Commands,set_event_mark(),set_event_mark,"event-id,mark","Assigns the specified event ID to a specific event group.
<event-id>: Unique identification number of the note event.
<mark>: One of 28 marks, from $MARK_1 to $MARK_28 which will be assigned to the
event. You can also assign more than one mark to a single event, either by
typing the command again, or by using the bitwise .or. operator, or by simply
summing the event marks.","- When working with commands that deal with event IDs, you can group events by using
by_marks() instead of using individual IDs, as Kontakt needs to know that you want to
address marks, and not IDs.","on init
    declare $new_id
end on

on note
    set_event_mark($EVENT_ID, $MARK_1)

    $new_id := play_note($EVENT_NOTE + 12, 120, 0, -1)
    set_event_mark($new_id, $MARK_1 + $MARK_2)

    change_pan(by_marks($MARK_1), -1000, 1) { both notes panned to left }
    change_pan(by_marks($MARK_2), 2000, 1) { new note panned to right }
end on
The played note belongs to event mark 1, the harmonized note belongs to both event marks 1 and 2.","by_marks()
delete_event_mark()
Events and MIDI: $EVENT_ID, $ALL_EVENTS, $MARK_1 … $MARK_28",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,129,4898,12. Event Commands,set_event_par(),set_event_par,"event-id,parameter,value","Assigns a specific event parameter value to a specific event.
<event-id>: Unique identification number of the note event.
<parameter>: The event parameter, either one of four freely assignable event parameters:
- $EVENT_PAR_0
- $EVENT_PAR_1
- $EVENT_PAR_2
- $EVENT_PAR_3
or the ""built-in"" parameters of a note event:
- $EVENT_PAR_VOLUME
- $EVENT_PAR_PAN
- $EVENT_PAR_TUNE
- $EVENT_PAR_NOTE
- $EVENT_PAR_VELOCITY
- $EVENT_PAR_REL_VELOCITY
- $EVENT_PAR_MIDI_CHANNNEL
<value>: The value of the event parameter.","- A note event always carries certain information like the note number, the played velocity, but
also volume, pan and tune. With set_event_par(), you can set either these parameters
or use the freely assignable parameters like $EVENT_PAR_0. This is especially useful when
chaining scripts, i.e. set an event parameter for an event in script slot 1, then retrieve this
information in script slot 2 by using get_event_par().
- If you need access to more than four custom parameters, please use
set_event_par_arr() with $EVENT_PAR_CUSTOM.","on note
    set_event_par($EVENT_ID, $EVENT_PAR_NOTE, 60)
end on
Setting all notes to middle C3, same as change_note($EVENT_ID, 60).

on init
    message("""")
    declare ui_switch $switch

    declare ui_label $midiChan1 (1, 1)
    declare ui_label $midiChan2 (1, 1)
    declare ui_label $midiChan3 (1, 1)
    declare ui_label $midiChan4 (1, 1)
    declare ui_label $midiChan5 (1, 1)
    declare ui_label $midiChan6 (1, 1)
    declare ui_label $midiChan7 (1, 1)
    declare ui_label $midiChan8 (1, 1)
    declare ui_label $midiChan9 (1, 1)
    declare ui_label $midiChan10 (1, 1)
    declare ui_label $midiChan11 (1, 1)
    declare ui_label $midiChan12 (1, 1)
    declare ui_label $midiChan13 (1, 1)
    declare ui_label $midiChan14 (1, 1)
    declare ui_label $midiChan15 (1, 1)
    declare ui_label $midiChan16 (1, 1)

    declare %midiChans[16]
    %midiChans[0] := get_ui_id($midiChan1)
    %midiChans[1] := get_ui_id($midiChan2)
    %midiChans[2] := get_ui_id($midiChan3)
    %midiChans[3] := get_ui_id($midiChan4)
    %midiChans[4] := get_ui_id($midiChan5)
    %midiChans[5] := get_ui_id($midiChan6)
    %midiChans[6] := get_ui_id($midiChan7)
    %midiChans[7] := get_ui_id($midiChan8)
    %midiChans[8] := get_ui_id($midiChan9)
    %midiChans[9] := get_ui_id($midiChan10)
    %midiChans[10] := get_ui_id($midiChan11)
    %midiChans[11] := get_ui_id($midiChan12)
    %midiChans[12] := get_ui_id($midiChan13)
    %midiChans[13] := get_ui_id($midiChan14)
    %midiChans[14] := get_ui_id($midiChan15)
    %midiChans[15] := get_ui_id($midiChan16)
end on

on release
    if ($switch = 1)
        set_event_par($EVENT_ID, $EVENT_PAR_REL_VELOCITY, 127)
    end if

    set_control_par_str(%midiChans[$MIDI_CHANNEL], $CONTROL_PAR_TEXT,
get_event_par($EVENT_ID, $EVENT_PAR_REL_VELOCITY))
end on
Release velocity in MPE (MIDI Polyphonic Expression) context.","get_event_par()
ignore_event()
set_event_par_arr()
get_event_par_arr()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,131,4993,12. Event Commands,set_event_par_arr(),set_event_par_arr,"event-id,parameter,value,index","Assigns an event parameter array to a specific event.
<event-id>: Unique identification number of the note event.
<parameter>: Can be one of the following:
- $EVENT_PAR_ALLOW_GROUP
- $EVENT_PAR_CUSTOM
- $EVENT_PAR_MOD_VALUE_ID
- $EVENT_PAR_MOD_VALUE_EX_ID
<value>: When used with:
- $EVENT_PAR_ALLOW_GROUP: the allow state for the group (1 for allowed,
0 for disallowed)
- $EVENT_PAR_CUSTOM: the value of the specified event parameter
- $EVENT_PAR_MOD_VALUE_ID: the modulation value to be sent to ""from
script"" modulator (clamped internally between -1000000 and 1000000)
- $EVENT_PAR_MOD_VALUE_EX_ID: the modulation value to be sent to
""from script"" modulator (unbounded value range)
<index>: When used with:
- $EVENT_PAR_ALLOW_GROUP: the group index (0 ... 4095, however this
depends on the amount of groups present in a particular Kontakt
instrument)
- $EVENT_PAR_CUSTOM: the event parameter index (0 ... 15)
- $EVENT_PAR_MOD_VALUE_ID/$EVENT_PAR_MOD_VALUE_EX_ID: the
""from script"" modulator index, as set in the modulation assignment in
Kontakt (0 ... 1000)","- set_event_par_arr() is the array variant of set_event_par(). You can use it to set the
group allow state of a specific event, or if you need to access more than the four standard
event parameters. You can also use it to set up event-specific modulations, facilitated by ""from
script"" modulators in Kontakt.","on note
    if (get_event_par_arr($EVENT_ID, $EVENT_PAR_ALLOW_GROUP, 0) = 0)
        set_event_par_arr($EVENT_ID, $EVENT_PAR_ALLOW_GROUP, 1, 0)
    end if
end on
Making sure the first  group is always played.
on init
    declare const $CUSTOM_EVENT_PAR_4 := 4
end on

on note
    set_event_par_arr($EVENT_ID, $EVENT_PAR_CUSTOM, $ENGINE_UPTIME, $CUSTOM_EVENT_PAR_4)
end on

on release
    message(get_event_par_arr($EVENT_ID, $EVENT_PAR_CUSTOM, $CUSTOM_EVENT_PAR_4))
end on
Simple implementation of $EVENT_PAR_CUSTOM.

on note
    if ($EVENT_NOTE = 60)
        set_event_par_arr($EVENT_ID, $EVENT_PAR_MOD_VALUE_ID, 500000, 1)
    end if
end on
Only middle C (MIDI note 60) will have any modulation applied, facilitated by ""from script"" modulator
that has its ID set to ""1"".","allow_group()
disallow_group()
get_event_par_arr()
set_event_par()
Events and MIDI: $EVENT_PAR_ALLOW_GROUP",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,133,5065,12. Event Commands,set_map_editor_event_color(),set_map_editor_event_color,hex-value,"Assigns the specified color to events generated in the current script slot, visible in Kontakt's
Mapping Editor.
<hex value>: The hexadecimal color value in the following format:
0ff0000h {red}
The 0 at the start lets Kontakt know the value is a number.
The h at the end indicates that it is a hexadecimal value. You can also use
uppercase H.","- This command is only available in on init callback.
- The specified color will always be drawn 50% opaque, so that cases of overlapping events from
multiple script slots could be discerned.
- This command will only work if script generated events are allowed to be displayed in Kontakt's
Mapping Editor (option available in Mapping Editor's Edit menu).","on init
    set_map_editor_event_color(000FF00h)
end on

on note
    play_note(($EVENT_NOTE + 12) mod 127, $EVENT_VELOCITY, 0, -1)
end on
Add a note played an octave up. This event will be shown as a green blip in Kontakt's Mapping Editor.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,134,5097,13. Group Commands,allow_group(),allow_group,group-index,"Allows the specified group, i.e. makes it available for playback.","- This command is only available in on note and on release callbacks.
- The numbering of the group index is zero-based, i.e. index of the first instrument group is 0.
- The group allow states can only be changed if the voice is not running.","on note
    disallow_group($ALL_GROUPS)
    allow_group(0)
end on
Only the first  group will play back.","disallow_group()
set_event_par_arr()
Events and MIDI: $ALL_GROUPS, $EVENT_PAR_ALLOW_GROUP",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,135,5121,13. Group Commands,disallow_group(),disallow_group,group-index,"Disallows the specified group, i.e. makes it unavailable for playback.","- This commmand is only available in on note and on release callbacks.
- The numbering of the group index is zero-based, i.e. index of the first instrument group is 0.
- The group disallow states can only be changed if the voice is not running.","on init
    declare $count
    declare ui_menu $groups_menu

    add_menu_item($groups_menu, ""Play All"", -1)

    while ($count < $NUM_GROUPS)
        add_menu_item($groups_menu, ""Mute: "" & group_name($count), $count)

        inc($count)
    end while
end on

on note
    if ($groups_menu # -1)
        disallow_group($groups_menu)
    end if
end on
Muting one specific  group of an instrument.","allow_group()
set_event_par_arr()
Events and MIDI: $ALL_GROUPS, $EVENT_PAR_ALLOW_GROUP",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,136,5160,13. Group Commands,get_group_idx(),get_group_idx,group-name,Returns the group index for the specified group name.,"- If no group with the specified name is found, this command will return $NI_NOT_FOUND.","on init
    declare $group_idx
end on

on note
    $group_idx := get_group_idx(""Accordion"")

    if ($group_idx # $NI_NOT_FOUND)
        disallow_group($group_idx)
    end if
end on
A simple, yet useful script.","allow_group()
disallow_group()
group_name()",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,137,5190,13. Group Commands,get_purge_state(),get_purge_state,group-index,"Returns the purge state of the specified group.
0: The group is purged.
1: The group is not purged, i.e. the samples are loaded.
<group-index>: The index number of the group that should be checked.",,"on init
    declare ui_button $purge
    declare ui_button $checkpurge

    set_text($purge, ""Purge first group"")
    set_text($checkpurge, ""Check purge status"")
end on

on ui_control ($purge)
    { 1 - $purge inverts the behaviour of the button, here }
    purge_group(0, 1 - $purge)
end on

on ui_control ($checkpurge)
    if (get_purge_state(0) = 0)
        message(“Group is purged.”)
    else
        message(“Group is not purged.”)
    end if
end on
A simple purge check.",purge_group(),BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,138,5227,13. Group Commands,group_name(),group_name,group-index,Returns the group name for the specified group.,"- The numbering of the group index is zero-based, i.e. index of the first instrument group is 0.","on init
    declare $count
    declare ui_menu $groups_menu

    $count := 0
    while ($count < $NUM_GROUPS)
        add_menu_item ($groups_menu, group_name($count), $count)

        inc($count)
    end while
end on
Quickly creating a menu with all available groups.
on init
    declare $count
    declare ui_label $label (2, 6)

    set_text($label, """")
end on

on note
    $count := 0
    while ($count < num_elements(%GROUPS_AFFECTED))
        add_text_line($label, group_name(%GROUPS_AFFECTED[$count]))

        inc($count)
    end while
end on

on release
    set_text($label, """")
end on
Query the status of the first  1001 zone IDs.","allow_group()
disallow_group()
get_group_idx()
output_channel_name()
Events and MIDI: $ALL_GROUPS, $NUM_GROUPS",BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,139,5278,13. Group Commands,purge_group(),purge_group,"group-index,mode","Purges (i.e. unloads from RAM) the samples of the specified group.
<group-index>: The index number of the group which contains the samples to be purged.
<mode>: If set to 0, the samples of the specified group are unloaded.
If set to 1, the samples are reloaded.","- When using purge_group() in a while loop, don’t use any wait() commands within the loop.
- purge_group() can only be used in on ui_control, on ui_controls and on
persistence_changed callbacks.
- It is recommended not to use the purge_group() command in UI callbacks of automatable
controls.
- It is possible to supply an async ID to the purge_group() function and get a return in the on
async_complete callback.","on init
    declare $async_id := -1
    declare ui_button $purge

    set_text($purge,""Purge first group"")
end on

on ui_control ($purge)
    $async_id := purge_group(0, abs($purge - 1))
end on

on async_complete
    if ($NI_ASYNC_ID = $async_id)
        if (get_purge_state(0) = 0)
            message(""Group is purged"")
        else
            message(""Group is not purged"")
        end if
    end if
end on
Unloading all samples of the first  group.",get_purge_state(),BUILT-IN
